aX,aY,aZ,gX,gY,gZ
0.191,-2.101,-0.606,3.845,0.671,77.454
0.28,-1.48,-0.468,28.32,-26.184,179.443
0.457,-0.746,-0.364,51.758,-41.382,231.445
0.577,-0.393,-0.175,80.261,-46.387,243.774
0.777,0.374,-0.094,84.839,-47.241,240.295
0.987,1.184,0.043,60.974,-28.625,203.186
1.068,1.496,0.005,32.776,-14.099,128.723
1.148,1.914,-0.321,-14.832,6.287,77.454
1.187,1.868,-0.502,-14.465,1.953,-45.41
1.169,1.725,-0.466,-4.15,-7.141,-170.166
1.121,1.202,-0.288,1.221,-22.827,-205.139
0.948,0.505,-0.11,-15.137,-25.33,-252.991
0.72,-0.303,0.034,-33.875,-13.062,-259.766
0.513,-0.68,0.017,-43.945,0.488,-227.539
0.293,-1.572,-0.197,-55.176,37.964,-197.388
0.275,-2.263,-0.564,-43.823,48.889,-110.413
0.333,-2.385,-0.662,-15.259,22.766,15.991
0.304,-2.037,-0.552,0,6.287,80.566
0.368,-1.426,-0.389,18.982,-17.944,176.453
0.448,-1.1,-0.341,36.56,-25.94,222.656
0.657,-0.455,-0.246,48.767,-26.123,231.323
0.787,0.248,-0.16,66.895,-22.766,224.731
0.891,0.595,-0.067,61.096,-6.47,189.209
1.02,1.222,-0.13,43.701,0.854,159.546
1.119,1.652,-0.31,5.371,10.681,77.881
1.131,1.705,-0.401,-5.066,8.85,27.405
1.115,1.581,-0.471,-6.653,-4.15,-79.956
1.102,1.132,-0.354,3.784,-21.729,-175.171
1.024,0.85,-0.278,3.845,-26.978,-208.252
0.878,0.216,-0.116,-8.118,-28.32,-240.662
0.719,-0.403,-0.01,-25.146,-11.353,-229.065
0.638,-0.654,-0.023,-45.776,23.071,-180.908
0.486,-1.093,-0.17,-52.429,35.95,-151.367
0.414,-1.348,-0.354,-52.307,42.053,-91.553
0.415,-1.392,-0.441,-35.461,30.273,-29.785
0.421,-1.322,-0.439,-24.963,18.799,-2.686
0.463,-1.088,-0.349,-2.319,-3.906,40.283
0.561,-0.816,-0.267,16.846,-19.47,67.749
0.624,-0.687,-0.245,23.193,-25.024,76.66
0.694,-0.441,-0.196,31.311,-34.302,85.876
0.684,-0.237,-0.174,40.039,-38.147,78.674
0.74,-0.171,-0.143,44.861,-40.222,67.261
0.81,-0.063,-0.127,48.95,-41.931,44.495
0.845,-0.005,-0.187,46.936,-37.354,25.146
0.87,-0.009,-0.23,44.678,-37.354,7.751
0.913,-0.051,-0.283,40.527,-42.969,1.526
0.922,-0.092,-0.303,34.485,-49.438,-8.179
0.928,-0.114,-0.307,15.991,-55.237,-15.93
0.944,-0.161,-0.288,28.32,-58.472,-18.616
1.002,-0.189,-0.244,27.832,-62.012,-20.935
1.008,-0.199,-0.225,29.48,-60.242,-19.592
1.03,-0.192,-0.183,29.48,-56.458,-18.433
1.073,-0.194,-0.168,23.926,-48.462,-15.381
1.097,-0.21,-0.169,14.648,-42.175,-9.46
1.1,-0.217,-0.18,9.521,-39.856,-6.165
1.12,-0.225,-0.194,4.333,-36.621,-1.282
1.145,-0.234,-0.183,5.554,-33.752,2.869
1.162,-0.235,-0.169,7.263,-31.677,4.639
1.197,-0.233,-0.129,11.169,-26.917,8.118
1.208,-0.204,-0.093,14.954,-20.874,13.306
1.207,-0.189,-0.081,16.296,-17.822,15.32
1.185,-0.155,-0.053,16.052,-12.39,18.066
1.148,-0.124,-0.023,11.719,-6.897,18.311
1.123,-0.124,-0.022,8.545,-5.188,17.151
1.099,-0.119,-0.004,3.357,-3.296,11.536
1.074,-0.142,-0.022,-1.343,-1.221,5.31
1.044,-0.149,-0.052,-2.686,-0.427,-1.282
0.992,-0.18,-0.081,-0.183,-0.061,-4.7
0.979,-0.234,-0.076,3.052,2.808,-9.033
0.956,-0.25,-0.112,3.174,5.432,-7.08
0.938,-0.248,-0.132,3.54,5.066,-5.554
0.917,-0.237,-0.137,5.615,3.052,-4.578
0.927,-0.244,-0.119,6.836,0.305,-3.479
0.931,-0.242,-0.115,5.859,0.122,-1.831
0.957,-0.232,-0.088,2.38,0.366,3.235
0.976,-0.198,-0.077,-2.991,1.282,8.24
0.978,-0.193,-0.085,-4.333,1.831,9.216
0.991,-0.178,-0.093,-4.089,2.808,7.812
0.995,-0.172,-0.094,-0.793,2.136,3.357
0.99,-0.186,-0.095,0.793,1.587,0.427
0.998,-0.196,-0.087,2.808,1.709,-3.418
1,-0.199,-0.08,1.953,2.686,-3.601
0.991,-0.217,-0.089,1.16,3.723,-3.296
0.083,-2.065,-0.725,-32.959,20.508,3.357
0.059,-1.811,-0.564,7.446,-11.963,121.46
0.036,-1.548,-0.445,21.423,-23.01,173.95
0.167,-0.997,-0.233,35.706,-30.457,243.774
0.419,-0.367,-0.164,51.025,-26.733,273.254
0.613,-0.027,-0.065,69.031,-28.809,274.963
0.794,0.879,0.141,69.214,-21.973,262.146
0.993,1.62,0.214,23.743,4.028,207.947
1.046,1.886,0.05,-10.254,37.72,116.699
1.01,2.134,-0.428,-44.25,45.776,55.664
0.965,1.865,-0.606,-20.691,29.48,-87.769
0.927,1.302,-0.424,4.883,-0.427,-211.914
0.78,0.905,-0.327,7.263,-9.949,-257.69
0.55,0.037,-0.208,3.174,-12.085,-311.462
0.26,-0.907,-0.192,-7.568,-2.014,-316.345
0.224,-1.831,-0.391,-29.358,28.076,-241.943
0.219,-2.164,-0.802,-62.5,29.907,-96.008
0.217,-2.391,-0.837,-63.171,18.799,-8.362
0.16,-1.89,-0.645,-31.433,-7.324,144.043
0.198,-1.241,-0.501,-2.258,-28.992,223.206
0.428,-0.899,-0.448,13.123,-37.72,241.028
0.733,-0.225,-0.307,48.34,-44.006,253.418
0.954,0.092,-0.109,68.298,-39.673,246.46
1.048,0.835,-0.047,65.063,-32.043,233.276
1.182,1.471,0.003,29.175,-5.249,177.917
1.202,1.706,-0.125,-16.357,17.578,84.473
1.166,1.843,-0.451,-24.597,22.583,25.208
1.134,1.595,-0.492,-9.216,10.193,-103.455
1.048,1.082,-0.319,6.714,-5.737,-209.351
0.982,0.771,-0.245,9.888,-8.728,-247.131
0.78,0.101,-0.132,10.925,-5.127,-291.26
0.516,-0.686,-0.09,-1.953,10.437,-295.166
0.375,-1.082,-0.126,-14.832,25.513,-275.391
0.297,-1.875,-0.475,-50.72,49.438,-192.81
0.332,-2.329,-0.846,-57.495,39.307,-59.448
0.275,-2.25,-0.842,-40.527,24.048,19.348
0.212,-1.754,-0.576,-5.493,-9.521,154.602
0.313,-1.118,-0.43,8.484,-29.053,229.614
0.419,-0.818,-0.391,32.532,-37.72,255.798
0.654,-0.176,-0.263,49.744,-36.865,258.606
0.861,0.483,-0.095,72.51,-30.396,247.864
0.937,0.86,-0.036,69.397,-25.33,234.68
1.082,1.472,0.049,30.884,-1.526,182.983
1.115,1.859,-0.211,-22.705,22.461,97.351
1.101,1.945,-0.35,-32.41,28.687,39.368
1.084,1.681,-0.449,-19.104,21.118,-91.797
1.019,1.215,-0.323,-1.831,7.629,-199.646
0.966,0.615,-0.212,0.732,4.944,-267.517
0.789,0.312,-0.207,-0.793,7.019,-287.415
0.536,-0.356,-0.17,-1.099,12.085,-303.711
0.41,-0.75,-0.169,-14.038,33.081,-278.015
0.234,-1.553,-0.311,-30.823,49.561,-242.371
0.229,-2.227,-0.781,-59.448,60.181,-131.897
0.186,-2.259,-0.909,-43.335,31.86,22.278
0.14,-2.029,-0.774,-23.315,10.193,95.276
0.192,-1.458,-0.553,1.221,-19.775,194.702
0.394,-0.898,-0.457,18.738,-37.598,236.694
0.5,-0.618,-0.394,33.813,-43.152,243.408
0.718,-0.08,-0.233,66.956,-46.387,238.464
0.905,0.463,-0.096,81.604,-39.307,217.346
0.988,0.744,-0.042,66.772,-23.071,184.448
1.109,1.216,-0.049,47.974,-10.986,162.292
1.148,1.56,-0.193,8.606,8.423,98.206
1.15,1.672,-0.283,-3.235,13.916,55.481
1.144,1.617,-0.352,-12.878,13.672,-41.199
1.08,1.357,-0.318,-21.484,6.836,-133.362
1.034,1.127,-0.267,-26.733,3.601,-205.505
0.901,0.605,-0.212,-33.936,4.578,-232.056
0.732,0.02,-0.188,-30.64,8.911,-264.893
0.657,-0.337,-0.145,-31.738,19.043,-260.803
0.448,-0.971,-0.168,-40.833,29.419,-240.234
0.302,-1.699,-0.391,-61.523,47.302,-172.363
0.262,-2,-0.542,-59.57,43.274,-67.749
0.251,-2.178,-0.73,-43.823,30.762,-6.653
0.235,-1.832,-0.583,-6.958,-5.188,109.253
0.275,-1.278,-0.458,12.451,-29.175,188.049
0.419,-0.999,-0.414,22.888,-37.354,211.121
0.607,-0.442,-0.303,51.27,-47.18,231.75
0.807,0.204,-0.105,71.716,-44.678,225.769
0.875,0.515,0.003,67.505,-40.1,210.632
1.038,1.023,-0.018,35.217,-21.179,159.546
1.086,1.181,-0.092,20.081,-8.118,87.585
1.132,1.325,-0.283,11.23,1.221,43.457
1.137,1.174,-0.278,24.658,-4.578,-43.884
1.112,1.04,-0.248,26.611,-7.385,-80.627
1.015,0.676,-0.21,16.907,-8.545,-132.812
0.854,0.272,-0.206,7.202,-7.324,-164.734
0.718,-0.12,-0.204,6.958,-4.7,-180.176
0.667,-0.274,-0.228,7.202,-2.075,-179.321
0.628,-0.531,-0.271,2.563,2.441,-159.973
0.644,-0.712,-0.332,-6.775,4.395,-123.23
0.656,-0.764,-0.341,-11.902,2.197,-99.121
0.632,-0.73,-0.362,-19.226,-0.183,-49.988
0.646,-0.671,-0.363,-21.667,-6.226,-13.611
0.653,-0.617,-0.365,-21.24,-9.216,5.127
0.716,-0.551,-0.378,-17.395,-17.639,9.521
0.81,-0.495,-0.361,-7.935,-27.344,13.062
0.872,-0.448,-0.315,1.038,-33.875,13.123
0.898,-0.427,-0.288,3.54,-34.912,13.855
0.946,-0.376,-0.253,5.005,-34.241,15.869
0.979,-0.33,-0.247,5.005,-33.081,17.151
0.99,-0.313,-0.242,5.676,-32.593,16.663
1,-0.295,-0.256,5.981,-30.151,14.221
1.015,-0.282,-0.25,7.385,-30.09,10.742
1.024,-0.268,-0.245,8.606,-29.358,9.46
1.032,-0.239,-0.225,11.353,-25.269,6.165
1.039,-0.225,-0.206,11.23,-20.813,2.563
1.053,-0.226,-0.215,9.521,-18.677,0.793
1.06,-0.244,-0.234,8.423,-15.747,-2.014
1.054,-0.256,-0.257,8.484,-13.123,-2.563
1.058,-0.266,-0.259,9.583,-11.902,-1.16
1.055,-0.266,-0.262,10.986,-11.353,0.916
1.06,-0.252,-0.249,12.573,-10.803,4.822
1.059,-0.238,-0.24,12.39,-8.789,9.338
1.046,-0.211,-0.233,11.414,-7.751,11.169
1.034,-0.186,-0.205,9.827,-7.202,12.39
1.018,-0.176,-0.196,6.653,-5.798,12.695
0.996,-0.157,-0.184,5.798,-5.737,11.475
0.986,-0.16,-0.154,5.249,-5.92,7.324
0.914,1.234,-0.411,-61.707,94.604,-7.019
0.877,1.09,-0.457,-47.119,89.05,-123.047
0.82,0.758,-0.393,-20.447,67.444,-150.818
0.718,0.34,-0.257,-18.005,44.128,-207.703
0.669,0.112,-0.179,-34.79,29.785,-231.628
0.513,-0.405,-0.052,-50.964,28.87,-228.76
0.275,-0.999,-0.008,-90.393,36.56,-205.017
0.172,-1.67,-0.207,-110.84,50.842,-157.898
0.193,-1.899,-0.36,-103.027,54.138,-72.632
0.258,-2.089,-0.625,-57.983,48.95,-15.503
0.216,-1.757,-0.589,-8.179,26.733,106.445
0.221,-1.485,-0.537,10.559,-2.625,192.139
0.33,-0.935,-0.452,18.433,-16.052,215.332
0.624,-0.423,-0.364,42.48,-40.1,234.619
0.736,-0.137,-0.235,72.205,-51.575,240.906
0.935,0.58,0.113,76.172,-46.204,236.328
1.059,1.368,0.384,34.18,-9.827,199.951
1.1,1.679,0.295,-28.32,52.917,120.361
1.047,1.937,-0.233,-42.236,75.623,61.584
1.027,1.619,-0.613,-24.658,74.463,-73.303
1.002,1.39,-0.61,-8.789,57.678,-131.958
0.852,0.766,-0.397,-9.216,26.855,-213.623
0.662,-0.022,-0.318,-38.879,15.869,-250.488
0.55,-0.427,-0.323,-55.298,15.564,-252.808
0.403,-1.197,-0.422,-80.566,20.935,-216.125
0.347,-2.023,-0.621,-86.426,20.447,-130.554
0.407,-2.067,-0.713,-44.8,0.488,-14.343
0.425,-1.902,-0.617,-12.878,-8.24,47.18
0.458,-1.398,-0.469,26.672,-26.001,144.775
0.591,-0.782,-0.364,44.006,-37.659,198.792
0.685,-0.48,-0.302,56.03,-40.1,211.609
0.963,0.155,-0.086,81.97,-35.217,218.323
1.009,0.907,0.106,72.754,-19.47,198.242
1.065,1.25,0.136,49.683,-0.977,173.279
1.106,1.624,-0.184,-6.042,34.058,95.337
1.074,1.604,-0.491,-14.709,42.603,-13.855
1.065,1.449,-0.519,-3.662,37.354,-71.594
1.013,1.037,-0.399,6.226,22.766,-161.377
0.842,0.39,-0.285,-20.63,15.625,-208.557
0.718,-0.002,-0.303,-40.161,14.587,-218.872
0.548,-0.792,-0.425,-66.162,17.7,-208.008
0.459,-1.574,-0.527,-60.242,16.418,-150.574
0.491,-1.81,-0.604,-48.706,11.963,-107.605
0.492,-1.941,-0.578,-13.062,0.305,4.761
0.502,-1.531,-0.494,14.038,-15.259,112.122
0.533,-1.264,-0.437,22.4,-21.362,154.602
0.658,-0.622,-0.313,38.574,-24.963,207.947
0.859,0.05,-0.194,55.725,-18.066,221.13
0.876,0.409,-0.088,55.42,-7.507,201.782
0.998,1.17,-0.052,43.945,5.371,177.185
1.031,1.68,-0.257,2.991,30.823,99.731
1.024,1.775,-0.433,-12.512,38.208,47.241
1.026,1.676,-0.607,-12.024,32.837,-72.51
0.978,1.219,-0.491,-8.789,14.343,-173.889
0.914,0.93,-0.425,-31.128,3.418,-233.582
0.729,0.214,-0.333,-34.668,1.16,-249.573
0.491,-0.63,-0.334,-46.753,-0.122,-253.967
0.379,-1.419,-0.453,-45.471,9.46,-208.984
0.391,-1.777,-0.509,-39.185,11.536,-166.748
0.455,-2.159,-0.571,-22.827,5.615,-47.729
0.414,-1.838,-0.506,-11.414,-11.23,84.473
0.441,-1.608,-0.443,-3.906,-14.16,141.663
0.538,-0.939,-0.354,15.259,-16.174,215.576
0.797,-0.284,-0.246,42.114,-14.221,237.854
0.782,0.118,-0.191,52.673,-13.916,234.192
0.964,0.905,-0.095,53.955,-4.272,198.914
1.049,1.512,-0.204,21.179,15.869,127.197
1.055,1.654,-0.357,7.08,24.292,77.637
1.057,1.651,-0.584,5.737,24.78,-38.391
1.035,1.35,-0.561,13.733,9.644,-145.325
1.006,1.082,-0.482,10.62,1.038,-185.059
0.874,0.504,-0.337,-10.864,-6.714,-228.027
0.678,-0.154,-0.294,-36.743,-3.967,-235.229
0.593,-0.479,-0.301,-43.152,-0.854,-228.699
0.483,-1.025,-0.36,-46.631,9.338,-190.308
0.488,-1.395,-0.435,-47.546,19.104,-115.662
0.488,-1.455,-0.487,-46.021,12.085,-28.442
0.478,-1.398,-0.503,-39.795,6.165,10.01
0.499,-1.12,-0.425,-19.897,-12.024,66.833
0.574,-0.825,-0.338,3.113,-22.766,93.201
0.637,-0.674,-0.303,14.709,-27.039,97.595
0.766,-0.406,-0.233,35.339,-28.625,98.206
0.846,-0.167,-0.208,44.678,-24.841,92.651
0.874,-0.089,-0.204,48.035,-22.339,87.036
0.883,0.042,-0.195,51.453,-14.343,73.059
0.847,0.122,-0.226,48.645,-8.606,48.645
0.884,0.137,-0.268,45.837,-8.606,34.363
0.854,0.082,-0.316,37.781,-5.859,16.418
0.847,0.025,-0.352,30.273,-12.634,0.488
0.835,-0.003,-0.361,27.893,-16.724,-4.7
0.823,-0.056,-0.374,26.306,-24.414,-13.489
0.827,-0.094,-0.383,27.771,-30.579,-20.447
0.839,-0.105,-0.378,28.381,-32.715,-22.888
0.878,-0.125,-0.364,27.344,-37.292,-23.499
0.921,-0.128,-0.338,23.376,-39.612,-19.531
0.941,-0.125,-0.328,21.912,-39.368,-17.334
0.949,-0.11,-0.32,19.348,-35.278,-13.245
0.97,-0.109,-0.343,16.541,-32.288,-12.756
0.976,-0.105,-0.348,15.137,-31.189,-11.536
0.985,-0.099,-0.346,12.207,-31.494,-10.803
0.994,-0.107,-0.333,9.216,-33.752,-10.864
0.999,-0.11,-0.327,7.751,-35.217,-11.353
1.007,-0.12,-0.312,7.751,-35.095,-11.597
1.047,-0.125,-0.296,7.507,-32.776,-9.766
1.084,-0.138,-0.284,6.226,-31.25,-5.737
1.124,-0.13,-0.284,4.639,-28.259,-1.709
1.126,-0.122,-0.29,4.15,-26.855,0.488
1.129,-0.117,-0.271,4.456,-24.353,2.38
1.124,-0.116,-0.243,3.967,-21.606,2.869
1.115,-0.12,-0.233,4.333,-20.813,2.563
1.119,-0.131,-0.18,5.493,-18.555,1.953
1.085,-0.133,-0.15,2.93,-14.038,3.662
1.058,-0.142,-0.141,2.319,-10.132,3.296
1.046,-0.143,-0.138,3.052,-8.118,3.052
1.026,-0.144,-0.123,5.615,-3.479,1.77
1.014,-0.145,-0.122,6.897,-0.488,0.427
0.995,-0.134,-0.144,6.47,1.526,-0.427
0.991,-0.136,-0.148,6.226,2.075,-0.549
0.976,-0.129,-0.177,3.906,3.174,0.305
0.03,-1.866,-0.763,-18.799,23.499,8.85
0.056,-1.792,-0.718,2.258,-28.259,92.407
0.135,-1.463,-0.556,34.668,-33.508,132.568
0.223,-1.049,-0.405,53.162,-57.129,194.458
0.307,-0.83,-0.325,75.989,-66.772,228.882
0.502,-0.382,-0.15,85.327,-69.519,236.206
0.734,0.193,-0.015,95.703,-67.139,239.197
0.937,0.876,0.19,77.942,-41.138,221.741
1.029,1.203,0.189,52.185,-22.644,170.166
1.072,1.672,-0.122,-5.554,12.756,130.859
1.055,1.802,-0.429,-37.72,29.236,19.592
1.068,1.489,-0.458,-37.354,15.137,-107.483
1.053,1.239,-0.378,-32.959,7.446,-157.959
1.007,0.67,-0.251,-34.18,5.615,-218.689
0.889,0.12,-0.175,-48.401,15.381,-225.159
0.829,-0.139,-0.164,-59.204,24.231,-212.708
0.573,-0.713,-0.198,-81.299,44.617,-170.288
0.344,-1.276,-0.419,-91.309,53.406,-124.207
0.252,-1.801,-0.675,-71.594,46.204,-68.787
0.279,-1.91,-0.747,-50.232,31.982,-35.583
0.326,-1.861,-0.684,1.343,-0.916,48.096
0.352,-1.478,-0.502,51.147,-30.823,129.272
0.373,-1.218,-0.418,83.191,-47.18,182.129
0.496,-0.739,-0.229,89.478,-51.208,194.031
0.655,-0.104,-0.15,89.539,-56.091,191.956
0.858,0.379,-0.073,86.609,-38.33,173.34
0.976,0.631,-0.088,81.482,-29.053,155.273
1.142,1.065,-0.168,59.265,-12.146,114.746
1.221,1.428,-0.229,28.015,0.305,57.8
1.254,1.525,-0.269,9.033,6.592,-8.728
1.209,1.486,-0.346,-20.447,18.433,-54.077
1.111,1.189,-0.357,-37.415,22.278,-132.812
1.044,0.988,-0.351,-43.884,18.616,-195.007
0.917,0.475,-0.311,-45.349,18.433,-216.309
0.741,-0.044,-0.31,-47.119,22.705,-232.544
0.603,-0.729,-0.295,-51.27,38.696,-202.82
0.505,-1.019,-0.356,-57.434,43.335,-176.636
0.347,-1.571,-0.556,-62.5,47.791,-108.215
0.324,-1.878,-0.724,-44.189,34.607,-26.672
0.325,-1.745,-0.716,-7.996,4.578,60.791
0.367,-1.589,-0.629,12.268,-10.559,100.525
0.446,-1.155,-0.482,43.762,-32.166,164.001
0.596,-0.673,-0.36,66.345,-43.823,198.914
0.708,-0.446,-0.286,75.745,-46.875,206.909
0.824,0.082,-0.2,85.754,-46.143,208.435
0.99,0.629,-0.08,83.008,-32.349,189.819
1.05,0.901,-0.052,70.557,-22.888,172.607
1.138,1.378,-0.116,25.33,1.465,120.178
1.136,1.601,-0.312,-15.991,20.935,42.48
1.117,1.601,-0.366,-26.367,24.353,-5.066
1.056,1.381,-0.388,-36.499,22.949,-105.53
0.959,0.919,-0.412,-40.588,15.381,-186.401
0.899,0.662,-0.401,-37.903,11.597,-214.844
0.745,0.122,-0.321,-34.851,4.395,-244.08
0.632,-0.553,-0.2,-41.199,10.559,-230.164
0.536,-0.869,-0.202,-62.317,28.87,-173.95
0.364,-1.458,-0.379,-69.702,36.316,-137.878
0.324,-1.855,-0.6,-58.411,38.879,-52.063
0.273,-1.789,-0.705,-26.794,19.958,40.466
0.307,-1.659,-0.661,-9.216,6.836,83.923
0.405,-1.244,-0.548,25.818,-20.813,148.193
0.554,-0.769,-0.399,55.908,-39.49,183.533
0.639,-0.529,-0.326,67.322,-45.044,192.81
0.876,-0.047,-0.154,79.956,-40.405,198.547
0.972,0.565,-0.119,70.374,-27.161,187.317
1.048,0.802,-0.098,58.777,-13.733,173.584
1.142,1.282,-0.233,23.865,7.69,130.005
1.123,1.586,-0.428,-6.165,20.447,60.486
1.1,1.635,-0.493,-15.747,19.897,14.099
1.041,1.462,-0.491,-26.245,11.353,-86.975
1,1.269,-0.461,-31.006,-0.793,-177.979
0.904,0.732,-0.373,-34.973,-3.967,-211.121
0.755,0.122,-0.293,-34.79,-5.066,-246.216
0.68,-0.508,-0.222,-34.363,4.272,-234.131
0.629,-0.77,-0.213,-40.833,14.832,-207.214
0.528,-1.144,-0.323,-60.791,28.198,-137.817
0.483,-1.312,-0.422,-60.73,29.053,-62.683
0.465,-1.324,-0.436,-46.692,18.86,1.343
0.45,-1.161,-0.452,-35.522,9.46,23.499
0.487,-0.949,-0.394,-7.935,-6.897,49.927
0.522,-0.833,-0.366,6.104,-13.428,56.58
0.631,-0.609,-0.291,30.029,-21.973,62.927
0.727,-0.386,-0.257,39.795,-22.522,67.139
0.757,-0.291,-0.242,40.466,-22.583,66.895
0.798,-0.14,-0.217,40.039,-20.081,62.927
0.769,-0.054,-0.247,39.368,-16.907,51.636
0.7,-0.035,-0.256,41.504,-15.564,41.077
0.847,0.001,-0.297,46.936,-17.822,10.376
0.84,-0.017,-0.333,43.945,-22.095,-2.502
0.846,-0.052,-0.351,39.246,-25.574,-6.836
0.857,-0.094,-0.377,30.151,-26.855,-10.62
0.862,-0.094,-0.401,24.17,-29.175,-11.047
0.873,-0.098,-0.414,21.667,-33.63,-13.977
0.906,-0.115,-0.426,20.386,-35.4,-15.32
0.946,-0.134,-0.437,18.25,-38.147,-17.517
0.988,-0.142,-0.431,14.221,-39.673,-16.785
1.009,-0.151,-0.402,10.071,-41.87,-13.367
1.06,-0.158,-0.392,8.118,-41.687,-10.254
1.096,-0.16,-0.371,4.883,-38.94,-3.357
1.105,-0.144,-0.359,5.737,-34.302,2.136
1.108,-0.142,-0.354,7.446,-31.86,3.174
1.108,-0.147,-0.323,9.399,-28.809,4.15
1.113,-0.151,-0.3,7.812,-26.184,5.188
1.109,-0.154,-0.284,7.385,-24.658,7.202
1.113,-0.143,-0.233,7.08,-24.658,8.728
1.084,-0.136,-0.193,5.981,-23.804,9.583
1.079,-0.145,-0.131,4.883,-21.606,7.568
1.074,-0.148,-0.111,2.869,-18.311,7.263
1.046,-0.147,-0.123,0.732,-10.803,5.615
1.038,-0.145,-0.141,3.662,-6.592,0.916
1.012,-0.159,-0.146,5.127,-2.014,-1.892
1,-0.161,-0.168,3.906,0.305,-2.441
0.98,-0.165,-0.208,3.723,2.014,-3.174
0.964,-0.169,-0.217,5.371,1.892,-2.747
0.959,-0.152,-0.225,4.761,0.977,-0.549
0.96,-0.146,-0.217,3.662,0.427,0.488
0.96,-0.137,-0.217,0.732,0.793,2.991
0.952,-0.12,-0.234,-0.854,0.488,3.601
0.951,-0.114,-0.229,-0.854,-0.488,2.441
0.134,-2.035,-0.604,-35.339,44.739,1.404
0.117,-1.934,-0.613,-10.071,19.714,117.981
0.133,-1.534,-0.615,1.587,5.859,167.358
0.278,-1.041,-0.559,27.283,-27.771,232.178
0.56,-0.536,-0.326,61.462,-60.608,261.658
0.611,-0.156,-0.206,86.06,-76.721,265.808
0.916,0.667,0.265,85.022,-66.162,255.371
1.107,1.358,0.551,27.649,-12.695,208.191
1.109,1.604,0.054,-45.715,43.03,118.042
1.075,1.83,-0.266,-54.504,62.134,57.251
1.012,1.555,-0.578,-21.301,58.96,-76.477
0.976,1.085,-0.421,4.333,31.006,-184.875
0.792,0.751,-0.339,0.427,19.043,-223.938
0.533,-0.012,-0.245,-17.456,8.789,-276.245
0.352,-0.812,-0.242,-36.194,19.775,-270.874
0.241,-1.228,-0.297,-50.781,31.311,-243.286
0.237,-2.027,-0.595,-82.703,38.391,-144.897
0.33,-2.172,-0.819,-73.303,16.113,-7.263
0.31,-1.7,-0.607,-23.437,-17.944,124.39
0.33,-1.422,-0.515,-9.827,-29.602,171.57
0.497,-0.799,-0.447,12.573,-50.72,220.398
0.795,-0.141,-0.28,56.458,-63.477,227.478
0.987,0.208,-0.077,76.05,-63.171,202.576
1.133,1.062,0.267,65.918,-51.392,174.316
1.303,1.442,0.197,2.686,3.296,98.755
1.313,1.533,-0.07,-23.071,26.733,52.856
1.269,1.403,-0.419,-17.944,42.175,-55.115
1.193,1.055,-0.402,10.559,28.015,-156.677
1.113,0.784,-0.315,12.634,19.897,-193.115
0.826,0.106,-0.206,-5.981,14.282,-236.755
0.605,-0.735,-0.202,-31.311,25.452,-231.689
0.49,-1.19,-0.257,-44.739,36.743,-205.139
0.395,-1.887,-0.533,-60.303,46.265,-120.972
0.323,-2.063,-0.705,-31.555,31.921,-3.784
0.299,-1.741,-0.607,6.226,8.789,112.244
0.287,-1.481,-0.563,18.86,-3.418,156.067
0.501,-0.914,-0.455,45.288,-28.259,207.581
0.657,-0.337,-0.315,72.815,-50.354,228.21
0.75,0.011,-0.138,83.069,-54.26,228.943
0.995,0.839,0.19,68.054,-38.208,206.97
1.162,1.412,0.164,13.794,10.315,157.41
1.163,1.614,0.007,-13.611,33.386,120.667
1.147,1.733,-0.456,-38.025,53.528,15.503
1.138,1.62,-0.588,-28.625,50.415,-42.786
1.064,1.22,-0.523,-1.892,31.128,-146.179
0.904,0.651,-0.38,-9.644,13.855,-209.9
0.797,0.296,-0.333,-36.926,8.362,-231.934
0.566,-0.546,-0.273,-45.959,10.315,-225.098
0.393,-1.33,-0.344,-68.42,20.874,-175.72
0.403,-1.902,-0.535,-69.702,23.376,-88.501
0.407,-2.022,-0.585,-58.655,19.409,-32.959
0.38,-1.815,-0.581,-23.132,1.648,72.205
0.447,-1.323,-0.504,13.428,-19.165,151.001
0.537,-1.068,-0.453,30.273,-26.794,194.031
0.649,-0.496,-0.339,61.951,-48.035,203.43
0.818,0.215,-0.104,88.318,-49.377,202.576
0.915,0.639,0.015,87.036,-41.016,171.204
1.078,1.264,0.044,45.776,-8.423,144.165
1.105,1.581,-0.248,-6.165,19.592,64.331
1.12,1.588,-0.409,-17.395,24.353,12.146
1.147,1.391,-0.542,-4.15,16.357,-92.957
1.075,0.986,-0.395,11.169,0.366,-172.424
1.013,0.726,-0.318,6.958,-5.31,-217.651
0.815,0.134,-0.206,-15.991,-7.751,-228.088
0.693,-0.512,-0.126,-38.208,4.272,-212.585
0.556,-1.08,-0.211,-59.448,21.057,-159.424
0.536,-1.28,-0.291,-62.5,25.574,-126.953
0.509,-1.444,-0.412,-49.133,26.794,-52.185
0.485,-1.339,-0.457,-26.184,14.893,16.541
0.487,-1.218,-0.433,0.427,-2.869,65.613
0.517,-0.937,-0.386,14.221,-11.475,81.36
0.597,-0.652,-0.326,40.527,-28.87,99.304
0.663,-0.38,-0.247,64.27,-38.025,106.201
0.667,-0.272,-0.227,72.693,-40.71,105.652
0.637,-0.089,-0.172,80.505,-50.964,80.078
0.643,0.052,-0.147,84.656,-56.763,56.03
0.649,0.082,-0.141,88.623,-50.476,29.236
