aX,aY,aZ,gX,gY,gZ
-0.147,-0.154,-1.508,-8.24,125.916,-5.371
-0.089,-0.013,-1.425,-6.226,99.426,3.967
-0.04,0.124,-1.346,-7.751,70.435,9.277
-0.015,0.195,-1.248,-3.662,46.631,4.456
0.077,0.152,-1.15,2.93,30.518,-3.296
0.137,0.121,-1.093,-0.183,12.695,-4.395
0.179,0.125,-1.062,-0.854,-4.028,0.671
0.19,0.191,-0.986,2.625,-8.789,1.587
0.262,0.188,-0.943,6.958,-11.536,1.038
0.251,0.207,-0.912,6.897,-14.832,2.075
0.198,0.278,-0.903,1.648,-19.47,0.366
0.264,0.299,-0.923,4.883,-16.357,-4.211
0.281,0.325,-0.891,7.874,-19.226,-5.859
0.309,0.324,-0.879,6.592,-19.348,-8.179
0.336,0.292,-0.873,3.906,-20.813,-11.353
0.347,0.274,-0.89,2.014,-20.752,-11.658
0.379,0.246,-0.892,2.38,-17.822,-12.329
0.378,0.252,-0.894,1.038,-15.32,-9.827
0.378,0.233,-0.906,4.333,-10.193,-9.094
0.392,0.228,-0.895,3.418,-7.568,-5.127
0.37,0.246,-0.901,1.099,-7.08,-3.906
0.386,0.258,-0.936,0.854,-3.235,-3.662
0.389,0.255,-0.917,1.953,-3.784,-2.747
0.362,0.271,-0.906,0.122,-6.409,-3.174
0.372,0.256,-0.894,1.404,-5.493,-3.052
0.358,0.268,-0.889,-0.427,-6.592,-1.953
0.368,0.263,-0.899,0.793,-5.676,-2.869
0.397,0.221,-0.884,3.54,-5.859,-2.93
0.377,0.225,-0.872,1.77,-7.324,-0.244
0.367,0.247,-0.877,3.296,-5.371,0
0.365,0.266,-0.883,9.338,-1.038,-0.61
0.379,0.236,-0.859,13.855,1.282,-2.747
0.414,0.222,-0.842,6.409,-2.441,-2.014
0.385,0.253,-0.852,-1.221,-6.348,0.183
0.361,0.292,-0.868,-2.808,-5.249,1.465
0.359,0.309,-0.887,0.366,-2.38,-0.244
0.367,0.308,-0.889,3.296,-1.831,-3.113
0.386,0.283,-0.887,4.028,-3.54,-4.883
0.387,0.26,-0.869,3.113,-5.981,-5.493
0.376,0.267,-0.87,0.793,-6.653,-4.944
0.386,0.266,-0.887,1.587,-5.554,-5.188
0.42,0.238,-0.875,2.747,-4.883,-4.944
0.402,0.26,-0.885,-1.16,-7.385,-3.296
0.395,0.274,-0.898,0.549,-6.348,-3.723
0.43,0.258,-0.874,3.174,-5.188,-3.662
0.416,0.283,-0.869,0.183,-7.324,-2.625
0.419,0.288,-0.872,0,-7.385,-2.869
0.425,0.276,-0.852,2.258,-6.714,-3.662
0.422,0.275,-0.844,1.709,-6.226,-3.418
0.422,0.273,-0.845,0.427,-5.127,-3.113
0.434,0.262,-0.846,0.244,-2.747,-2.93
0.423,0.272,-0.858,-0.671,-1.892,-1.648
0.422,0.276,-0.876,1.465,-0.183,-2.319
0.443,0.251,-0.863,2.869,-0.305,-2.625
0.427,0.253,-0.859,-1.343,-2.563,-2.014
0.412,0.27,-0.862,-1.404,-2.014,-1.16
0.427,0.249,-0.849,1.343,-0.488,-1.831
0.424,0.249,-0.859,-0.732,-0.61,-1.404
0.405,0.276,-0.863,-0.793,-0.183,-0.488
0.421,0.271,-0.872,0.916,0.244,-1.221
0.435,0.246,-0.865,1.099,-0.732,-1.465
0.416,0.274,-0.859,-2.197,-2.991,-0.427
0.418,0.288,-0.866,0.366,-2.502,-2.869
0.44,0.258,-0.847,0.671,-2.258,-2.502
0.435,0.25,-0.851,-2.625,-3.235,-2.197
0.443,0.242,-0.847,-5.432,-4.028,-1.404
0.432,0.266,-0.874,-7.629,-4.272,-0.61
0.42,0.28,-0.879,-1.892,-2.014,-0.977
0.445,0.259,-0.867,3.662,-0.671,-2.075
0.449,0.257,-0.87,2.258,-2.808,-2.747
0.435,0.251,-0.854,2.38,-3.113,-2.38
0.453,0.239,-0.851,1.892,-1.831,-1.709
0.453,0.242,-0.841,-0.183,-2.258,0
0.446,0.269,-0.85,-1.16,-2.686,0
0.448,0.27,-0.845,2.441,-1.038,-1.709
0.458,0.247,-0.825,3.113,-0.366,-2.075
0.451,0.248,-0.828,-0.671,-0.549,-0.427
0.442,0.263,-0.845,-2.075,0.244,0.977
0.43,0.279,-0.872,-1.221,0.977,0.244
0.444,0.257,-0.876,1.709,1.343,-1.282
0.442,0.249,-0.871,0.793,-0.549,-0.916
0.442,0.254,-0.866,0,-1.587,-1.16
0.449,0.253,-0.86,0.244,-1.831,-0.793
0.435,0.264,-0.856,0.244,-1.831,-0.488
0.448,0.259,-0.854,1.465,-0.366,-1.221
0.455,0.252,-0.847,0.366,-1.16,-1.465
0.449,0.256,-0.851,-1.709,-1.831,-1.465
0.446,0.251,-0.848,-0.427,-1.16,-1.892
0.45,0.247,-0.857,0.305,-0.183,-1.77
0.455,0.241,-0.861,0.793,-0.61,-1.221
0.446,0.252,-0.865,0.427,-0.977,-1.221
0.448,0.261,-0.868,0.61,-0.916,-1.404
0.45,0.267,-0.865,1.282,-1.77,-1.526
0.446,0.265,-0.853,2.136,-2.502,-2.258
0.459,0.252,-0.84,1.587,-2.93,-3.052
0.458,0.257,-0.836,0.549,-2.625,-1.892
0.463,0.258,-0.839,0.671,-1.77,-1.648
0.463,0.257,-0.838,0.916,-1.343,-1.282
0.463,0.252,-0.839,0.793,-0.916,-1.587
0.464,0.25,-0.847,0.122,-0.61,-1.099
0.454,0.256,-0.853,0.793,-0.244,-0.671
-0.449,0.425,2.254,-13.123,52.673,17.334
-1.004,0.64,3.043,-3.113,122.131,37.72
-1.477,0.616,3.953,25.879,227.966,32.837
-1.26,0.178,4,1.709,375.427,2.258
-1.145,-0.044,3.376,-78.369,505.127,-4.883
-0.97,-0.053,2.108,-139.343,575.562,-3.601
-0.721,-0.065,1.392,-156.738,586.975,-0.122
-0.463,-0.094,0.721,-165.1,551.453,12.146
-0.339,0.04,-0.259,-171.936,508.484,19.043
-0.325,0.212,-0.706,-164.49,417.603,9.277
-0.256,0.196,-0.807,-151.001,377.502,-8.484
-0.207,0.152,-0.699,-113.953,270.813,-28.198
-0.145,0.108,-0.655,-102.417,252.197,-44.434
0.033,-0.015,-0.595,-76.721,234.985,-44.739
0.134,-0.045,-0.527,-68.542,217.651,-34.607
0.186,0.007,-0.579,-71.655,198.792,-25.696
0.214,0.065,-0.62,-61.89,189.392,-17.822
0.239,0.115,-0.611,-48.889,180.603,-12.024
0.238,0.154,-0.607,-46.326,168.274,-7.507
0.263,0.235,-0.628,-46.936,158.02,-7.141
0.254,0.241,-0.638,-46.143,156.921,-6.592
0.263,0.253,-0.678,-45.105,157.837,-5.493
0.304,0.203,-0.696,-46.143,153.076,-5.127
0.324,0.174,-0.721,-52.246,147.949,-4.517
0.294,0.192,-0.839,-67.688,135.62,-1.465
0.244,0.255,-0.995,-64.575,128.296,-5.249
0.3,0.196,-1.057,-39.063,119.69,-10.986
0.36,0.105,-1.068,-35.95,106.079,-11.23
0.341,0.116,-1.107,-36.133,93.689,-9.399
0.338,0.118,-1.116,-27.71,87.769,-7.385
0.355,0.14,-1.131,-18.494,83.069,-5.005
0.365,0.123,-1.114,-13.367,74.524,-4.7
0.369,0.14,-1.116,-14.343,64.026,-3.357
0.327,0.191,-1.113,-10.62,56.58,-0.732
0.333,0.209,-1.1,-3.54,51.27,-1.648
0.36,0.193,-1.077,-1.343,41.382,-4.333
0.367,0.18,-1.065,-2.38,35.645,-4.761
0.373,0.18,-1.026,-4.211,21.545,-2.93
0.346,0.225,-1.004,-5.798,15.869,-1.648
0.357,0.224,-0.994,-3.723,14.893,-2.075
0.378,0.214,-0.964,-1.16,9.094,-1.77
0.368,0.217,-0.918,-3.845,5.493,-1.404
0.36,0.24,-0.925,-5.493,4.211,0
0.372,0.25,-0.932,-3.601,3.235,-0.244
0.36,0.26,-0.933,-0.732,1.831,-2.319
0.361,0.251,-0.929,2.441,1.404,-4.089
0.379,0.224,-0.922,1.77,-1.343,-4.639
0.39,0.226,-0.894,-0.061,-4.517,-4.028
0.406,0.207,-0.86,-1.465,-5.615,-3.54
0.407,0.224,-0.862,-4.333,-5.371,-1.16
0.393,0.248,-0.871,-2.686,-3.113,0.244
0.39,0.246,-0.873,-0.732,-1.892,-0.305
0.394,0.228,-0.885,2.747,0.366,-1.343
0.397,0.219,-0.915,2.441,-0.549,-0.671
0.392,0.222,-0.936,0.977,-1.77,-0.305
0.379,0.243,-0.932,1.16,-3.662,-0.244
0.396,0.261,-0.896,3.296,-4.7,-1.404
0.411,0.259,-0.856,2.441,-6.531,-2.991
0.395,0.263,-0.837,1.282,-6.409,-3.54
0.419,0.234,-0.841,1.343,-2.38,-4.639
0.432,0.216,-0.861,-0.122,-1.282,-3.174
0.422,0.214,-0.88,-0.793,-1.099,-1.77
0.419,0.211,-0.895,-0.305,-1.221,-0.671
0.403,0.229,-0.902,0,-1.709,0.122
0.414,0.235,-0.884,1.343,-2.136,0.366
0.408,0.261,-0.871,-0.183,-3.601,0
0.409,0.25,-0.859,1.465,-2.686,-0.549
0.432,0.231,-0.853,-0.183,-2.136,0.122
0.431,0.227,-0.863,-3.357,-2.258,1.465
0.42,0.235,-0.867,-3.723,-2.136,2.075
0.423,0.232,-0.883,-2.197,-0.61,1.709
0.431,0.22,-0.887,-1.892,-0.61,1.465
0.409,0.24,-0.892,-2.014,-0.793,2.502
0.412,0.235,-0.891,0.366,-0.671,0.488
0.43,0.22,-0.892,-0.366,-1.465,0.732
0.42,0.233,-0.886,-1.099,-2.563,1.404
0.402,0.26,-0.885,0.549,-2.747,0.427
0.437,0.24,-0.861,4.272,-1.16,-1.099
0.42,0.25,-0.848,1.465,-2.563,-0.793
0.42,0.256,-0.86,0.793,-1.648,-1.526
0.433,0.236,-0.856,1.343,-1.465,-1.831
0.422,0.232,-0.874,0.61,-0.427,-1.831
0.441,0.215,-0.87,1.099,0.122,-1.892
0.432,0.227,-0.873,-0.732,-1.526,-0.732
0.42,0.233,-0.865,-0.122,-1.526,-1.099
0.432,0.234,-0.867,0.488,-0.61,-1.526
0.43,0.236,-0.866,1.099,-0.366,-0.793
0.435,0.245,-0.871,0.671,-0.61,-0.854
0.429,0.247,-0.871,1.038,-0.549,-1.16
0.442,0.234,-0.87,1.16,-0.793,-2.014
0.435,0.225,-0.869,0.793,-1.831,-1.77
0.437,0.224,-0.868,0.732,-1.343,-1.038
0.439,0.224,-0.87,0.061,-1.892,-0.854
0.434,0.236,-0.872,0.488,-1.892,0.122
0.433,0.244,-0.863,1.953,-1.038,-0.366
0.446,0.236,-0.858,0.488,-1.709,0.183
0.468,0.248,-0.865,-0.061,-1.831,0
0.443,0.238,-0.859,0.366,-1.587,-0.305
0.443,0.244,-0.871,0.305,-1.16,0.366
0.442,0.243,-0.869,1.343,-0.854,-0.732
0.443,0.233,-0.863,1.648,-0.793,-1.038
0.446,0.237,-0.858,0.427,-1.526,-0.793
0.445,0.243,-0.852,0.366,-1.16,-0.977
0.445,0.243,-0.85,1.221,-0.488,-0.977
0.446,0.239,-0.847,0.61,-0.427,-1.221
0.443,0.238,-0.858,0,0.122,-1.099
0.445,0.232,-0.865,-0.244,0.244,-1.038
0.443,0.228,-0.871,0,-0.183,0.061
0.434,0.241,-0.872,-0.183,-0.366,0.122
0.451,0.237,-0.872,0.854,-0.366,-0.488
0.443,0.238,-0.857,-0.366,-2.502,-0.061
0.444,0.245,-0.852,-0.427,-1.16,-0.427
0.447,0.24,-0.847,-0.122,-1.221,-0.366
0.456,0.229,-0.853,-0.732,-1.221,-0.366
0.446,0.231,-0.866,-0.305,-0.977,0.183
0.444,0.235,-0.871,1.221,-0.244,0.427
0.452,0.237,-0.869,1.648,-0.61,0.122
0.453,0.244,-0.864,0.732,-2.197,-0.61
0.454,0.247,-0.853,0.61,-1.953,-0.916
-0.61,0.481,2.808,-21.362,89.6,31.677
-1.445,0.927,4,-34.119,169.983,46.875
-1.799,1.053,4,-39.856,220.154,29.846
-1.742,0.757,4,-106.201,364.563,-45.105
-1.327,0.349,3.902,-172.241,537.72,-87.585
-0.947,0.019,2.064,-179.199,663.696,-66.772
-0.834,-0.468,0.857,-177.979,687.622,-19.836
-0.912,-0.499,-0.353,-253.54,600.647,23.804
-0.907,-0.186,-1.255,-277.222,480.103,33.264
-0.97,0.034,-1.243,-217.957,376.038,-2.38
-0.886,-0.108,-0.943,-164.734,299.622,-69.336
-0.578,-0.498,-0.812,-128.906,275.574,-94.055
-0.38,-0.699,-0.873,-116.821,273.743,-72.815
-0.272,-0.694,-1.125,-118.164,264.343,-39.307
-0.267,-0.504,-1.364,-108.521,244.934,-16.296
-0.15,-0.381,-1.488,-80.505,221.985,-13
-0.09,-0.334,-1.52,-50.903,195.374,-14.16
-0.017,-0.203,-1.458,-27.1,169.434,-16.602
-0.028,-0.132,-1.404,-17.395,149.048,-13.855
-0.015,-0.099,-1.416,-16.296,125.305,-7.446
0.011,0.018,-1.438,-7.812,112.427,-0.977
0.037,0.096,-1.396,-5.798,85.754,3.052
0.079,0.162,-1.349,-7.08,57.922,2.014
0.131,0.17,-1.267,-3.845,33.142,-3.235
0.155,0.163,-1.207,2.197,14.526,-5.615
0.212,0.139,-1.081,4.028,7.08,-6.775
0.247,0.174,-0.949,4.761,-4.517,-5.371
0.257,0.196,-0.901,3.845,-8.118,-5.005
0.272,0.22,-0.825,4.211,-11.902,-4.089
0.291,0.259,-0.786,1.587,-11.658,-3.418
0.309,0.288,-0.812,-1.465,-10.559,-4.272
0.28,0.319,-0.819,-0.854,-9.705,-3.479
0.309,0.302,-0.842,3.113,-4.272,-5.981
0.348,0.266,-0.882,4.761,-3.662,-7.446
0.368,0.244,-0.9,4.028,-6.042,-7.08
0.379,0.235,-0.906,0.732,-10.315,-6.775
0.362,0.26,-0.911,-1.404,-13.184,-5.554
0.36,0.28,-0.91,1.16,-11.475,-6.226
0.38,0.26,-0.898,5.615,-9.216,-7.019
0.391,0.253,-0.879,3.601,-9.399,-6.531
0.39,0.27,-0.9,-0.183,-9.216,-5.188
0.375,0.286,-0.902,-0.305,-6.775,-4.761
0.389,0.278,-0.916,1.282,-5.005,-5.005
0.39,0.271,-0.903,1.648,-5.92,-5.493
0.41,0.262,-0.9,0.793,-7.568,-5.92
0.398,0.241,-0.869,0.916,-9.46,-5.615
0.406,0.241,-0.855,-0.916,-8.362,-4.7
0.401,0.243,-0.867,-0.977,-6.531,-3.052
0.397,0.25,-0.867,1.282,-3.662,-1.648
0.431,0.22,-0.863,2.38,-4.089,-1.221
0.403,0.243,-0.85,-2.869,-6.531,0.61
0.417,0.246,-0.877,-5.493,-7.263,-1.099
0.406,0.25,-0.864,-3.601,-6.47,0.732
0.401,0.257,-0.887,-2.502,-4.944,-0.427
0.421,0.244,-0.881,1.953,-3.357,-0.916
0.434,0.222,-0.857,0.488,-5.127,-1.587
0.447,0.217,-0.849,-4.639,-7.996,-0.366
0.411,0.258,-0.852,-8.789,-9.033,2.075
0.412,0.288,-0.872,-4.333,-5.005,0.732
0.438,0.264,-0.854,2.319,-2.563,-1.892
0.459,0.227,-0.834,1.221,-3.784,-2.991
0.447,0.224,-0.842,-3.967,-3.601,-0.549
0.449,0.214,-0.849,-4.089,-2.625,2.014
0.446,0.227,-0.859,-6.348,-2.625,3.113
0.423,0.249,-0.879,-5.554,-1.892,3.418
0.418,0.256,-0.879,-1.77,0.305,1.953
0.429,0.262,-0.892,0.122,0.549,-0.427
0.437,0.238,-0.883,1.77,-0.61,-1.404
0.421,0.245,-0.863,0,-1.831,0
0.423,0.26,-0.887,-1.282,-1.038,-1.16
0.454,0.236,-0.877,1.709,0.122,-1.526
0.456,0.222,-0.863,-0.671,-2.502,-1.038
0.42,0.243,-0.851,-2.747,-2.991,-1.343
0.45,0.237,-0.867,-0.183,-0.549,-2.258
0.458,0.191,-0.846,0.916,-0.671,-1.648
0.448,0.217,-0.849,-0.732,-0.977,-1.038
0.432,0.239,-0.859,-1.953,-0.244,-0.549
0.443,0.234,-0.872,0.854,2.197,-1.099
0.45,0.229,-0.871,0.732,2.014,-1.038
0.437,0.228,-0.869,-1.77,-1.16,-1.526
0.43,0.234,-0.87,-0.916,-0.854,-1.282
0.439,0.221,-0.867,0.549,-1.343,-0.916
0.436,0.223,-0.864,0.427,-2.075,-0.793
0.441,0.224,-0.865,0.244,-3.235,-1.16
0.433,0.237,-0.863,0.854,-3.052,-1.16
0.462,0.229,-0.863,2.869,-1.831,-1.77
0.463,0.231,-0.839,0.366,-3.357,-0.916
0.448,0.248,-0.85,-0.488,-2.258,-0.671
0.448,0.255,-0.849,2.136,-0.549,-0.793
0.463,0.239,-0.847,1.892,-0.061,-1.709
0.459,0.236,-0.855,-0.671,-1.038,-1.16
0.447,0.245,-0.863,-0.916,-0.61,-0.61
0.455,0.241,-0.866,0.305,-0.061,-1.221
0.459,0.234,-0.866,0.427,-0.183,-1.404
0.46,0.223,-0.858,0.61,-0.671,-1.404
0.459,0.22,-0.857,-0.366,-1.221,-0.671
0.446,0.235,-0.863,-1.343,-0.916,-0.488
0.464,0.224,-0.873,0.122,0.061,-0.488
0.453,0.225,-0.871,0.122,-0.549,0.061
0.453,0.233,-0.874,0.122,-0.732,0
0.451,0.239,-0.874,0.427,-0.977,0.061
0.448,0.238,-0.859,1.099,-2.075,-1.038
0.464,0.229,-0.848,0.732,-2.319,-1.343
0.455,0.239,-0.841,-0.244,-2.991,-0.916
0.45,0.251,-0.846,15.442,-1.831,-1.831
0.462,0.238,-0.833,1.648,-1.221,-2.625
0.463,0.226,-0.84,0.427,-0.977,-2.747
0.463,0.221,-0.856,-0.427,-0.916,-2.319
0.463,0.222,-0.875,-0.549,-1.221,-2.258
0.461,0.226,-0.844,1.343,-1.526,-2.075
0.458,0.225,-0.867,2.136,-1.404,-2.502
0.468,0.213,-0.851,2.136,-2.014,-2.869
0.462,0.221,-0.852,0.244,-3.235,-1.465
0.461,0.239,-0.86,1.953,-2.014,-1.587
0.474,0.235,-0.859,2.808,-2.625,-2.38
0.472,0.228,-0.854,2.075,-4.211,-2.319
0.475,0.219,-0.854,1.404,-4.272,-1.831
0.469,0.227,-0.862,0.793,-4.517,-0.549
0.466,0.233,-0.873,1.343,-4.944,-0.732
-0.446,0.349,2.437,-41.016,99.121,27.1
-0.916,0.475,3.458,-78.43,146.484,20.081
-1.358,0.524,4,-147.4,227.722,-12.573
-1.675,0.682,3.625,-187.927,356.689,-32.288
-1.502,0.66,2.969,-119.568,517.273,-33.691
-1.206,0.377,2.529,-78.796,600.708,-30.212
-0.927,0.078,1.468,-153.32,590.637,-37.781
-0.794,-0.099,0.564,-195.374,566.284,-27.71
-0.777,-0.234,0.292,-201.66,551.086,-24.719
-0.806,-0.592,-0.304,-244.934,496.338,-8.728
-1.262,-0.162,-1.334,-271.912,441.406,4.639
-1.183,-0.319,-1.654,-192.017,403.381,-41.809
-1.162,-0.667,-1.766,-154.175,350.403,-63.538
-1.084,-0.908,-2.225,-143.86,307.861,-52.49
-0.795,-1.008,-2.827,-117.371,269.531,-27.893
-0.612,-0.99,-3.02,-95.947,242.004,-15.93
-0.263,-0.832,-3.068,-56.335,162.048,-0.183
-0.064,-0.552,-2.609,-24.78,65.796,2.502
0.063,-0.23,-1.888,3.723,-6.653,-0.244
0.207,0.049,-1.154,27.344,-39.063,-0.916
0.415,0.242,-0.637,33.325,-45.715,0.916
0.511,0.416,-0.338,29.602,-41.504,5.188
0.568,0.484,-0.243,23.499,-28.442,4.211
0.559,0.455,-0.27,14.404,-14.282,-0.183
0.598,0.35,-0.454,7.629,3.662,1.77
0.53,0.311,-0.594,-0.244,8.911,10.864
0.486,0.291,-0.793,-8.85,9.399,12.39
0.486,0.29,-0.887,-5.127,5.31,18.311
0.391,0.372,-0.932,-5.127,1.282,16.357
0.424,0.399,-0.928,5.92,-1.404,2.502
0.45,0.384,-0.867,13.672,-7.935,0.183
0.435,0.402,-0.803,13.184,-12.817,-2.93
0.519,0.406,-0.753,14.038,-11.78,-3.174
0.553,0.4,-0.708,9.521,-16.724,-3.967
0.557,0.392,-0.691,6.042,-17.639,-4.578
0.564,0.393,-0.666,4.761,-13.489,-4.822
0.565,0.394,-0.658,4.333,-8.301,-4.944
0.582,0.373,-0.682,3.967,-1.16,-5.127
0.6,0.352,-0.729,-0.61,-1.77,-0.366
0.503,0.4,-0.732,-5.371,-5.371,-0.061
0.512,0.394,-0.761,-1.77,-1.953,-2.625
0.548,0.37,-0.775,1.77,-0.549,-2.258
0.56,0.355,-0.762,2.502,-3.174,-1.282
0.51,0.391,-0.761,-1.282,-7.141,-1.465
0.534,0.393,-0.787,3.052,-7.324,-4.7
0.562,0.364,-0.753,7.324,-9.521,-5.737
0.573,0.354,-0.731,3.479,-14.587,-6.226
0.553,0.366,-0.702,1.343,-15.442,-4.7
0.563,0.378,-0.697,0.305,-11.658,-4.517
0.594,0.365,-0.704,0.549,-7.507,-1.709
0.582,0.366,-0.697,-2.502,-7.324,-1.16
0.592,0.366,-0.703,-2.441,-6.165,-0.793
0.589,0.369,-0.71,-1.526,-5.798,-1.16
0.598,0.355,-0.704,-0.732,-4.7,-1.892
0.578,0.377,-0.715,-2.319,-4.333,-0.732
0.559,0.395,-0.728,0.122,-2.441,-1.648
0.581,0.366,-0.719,2.441,-1.343,-2.991
0.58,0.362,-0.723,0.549,-3.54,-2.563
0.584,0.358,-0.713,-0.122,-4.333,-2.014
0.595,0.345,-0.712,-0.916,-4.7,-1.038
0.584,0.36,-0.708,-1.526,-5.31,-0.122
0.598,0.342,-0.703,0.122,-3.967,-0.916
0.595,0.346,-0.698,-0.488,-3.967,0.244
0.598,0.356,-0.703,-1.404,-4.639,0.305
0.601,0.343,-0.699,-0.854,-3.967,0.977
0.598,0.344,-0.705,-2.563,-4.395,2.38
0.577,0.378,-0.722,-1.465,-4.211,1.465
0.597,0.364,-0.711,3.113,-2.258,-0.732
0.619,0.357,-0.699,3.174,-2.869,-1.099
0.616,0.359,-0.698,0.427,-4.883,-0.854
0.592,0.369,-0.682,-0.977,-4.578,0.366
0.601,0.388,-0.711,-1.892,-1.892,-0.671
0.611,0.373,-0.711,1.038,-0.549,-1.221
0.603,0.379,-0.708,0.61,-1.709,-2.136
0.614,0.365,-0.708,1.648,-1.77,-3.479
0.621,0.342,-0.698,1.953,-1.892,-2.563
0.604,0.361,-0.7,-0.366,-1.709,-1.343
0.617,0.353,-0.702,0.732,-1.282,-2.075
0.617,0.35,-0.694,0.854,-1.221,-0.488
0.605,0.381,-0.703,0.122,-0.977,0.183
0.609,0.377,-0.689,2.319,-0.793,-1.587
0.609,0.375,-0.675,2.563,-0.732,-1.831
0.609,0.373,-0.676,1.648,-1.343,-1.953
0.616,0.371,-0.677,0.793,-0.793,-1.831
0.623,0.363,-0.685,-0.122,-0.977,-1.282
0.611,0.369,-0.692,-0.671,-1.587,-0.366
0.609,0.362,-0.694,0.305,-1.465,-0.854
0.609,0.36,-0.692,0.366,-1.465,-0.488
0.611,0.366,-0.698,-0.122,-1.465,-0.549
0.61,0.36,-0.687,1.221,-1.038,-0.732
0.622,0.354,-0.686,0.854,-0.977,-0.671
0.626,0.352,-0.695,-0.671,-1.77,0.244
0.61,0.366,-0.688,-0.793,-2.502,-0.793
0.624,0.365,-0.693,0.854,-2.075,-1.465
0.625,0.362,-0.685,1.099,-2.014,-1.465
0.626,0.36,-0.682,-0.366,-2.197,-1.526
0.629,0.353,-0.686,-0.183,-2.075,-1.343
0.615,0.363,-0.683,0.488,-2.014,-0.61
0.627,0.356,-0.687,1.343,-1.648,-1.953
0.622,0.35,-0.673,1.709,-1.709,-1.221
0.617,0.357,-0.679,0.732,-0.977,-0.427
0.63,0.357,-0.684,1.526,-0.122,0.183
0.618,0.366,-0.681,1.343,-1.038,0.488
0.623,0.365,-0.677,1.221,-1.221,-0.366
0.622,0.364,-0.679,0.61,-1.709,-0.549
0.615,0.368,-0.683,0.732,-1.953,-0.916
0.625,0.365,-0.682,2.075,-1.099,-1.526
0.627,0.367,-0.685,2.258,-1.831,-0.916
0.623,0.373,-0.687,1.648,-2.563,-1.77
0.628,0.366,-0.676,2.319,-2.502,-2.014
0.626,0.376,-0.678,1.282,-3.235,-2.136
0.64,0.364,-0.669,2.38,-2.991,-2.502
0.636,0.367,-0.661,1.16,-3.54,-1.77
0.641,0.368,-0.668,0.793,-3.357,-2.258
0.635,0.372,-0.654,1.587,-2.563,-1.892
0.643,0.356,-0.651,1.709,-2.014,-1.77
0.642,0.361,-0.655,0.183,-1.465,-0.61
0.635,0.374,-0.672,-0.366,-1.099,-0.671
0.642,0.365,-0.66,1.465,-0.61,-0.916
-0.506,0.461,2.362,-28.259,28.442,31.25
-1.315,0.689,3.922,-52.063,82.092,32.41
-2.213,0.984,4,-92.896,225.22,-4.883
-2.2,0.436,4,-90.698,447.144,-70.74
-1.659,-0.074,3.651,-119.08,634.399,-52.734
-1.505,-0.064,2.779,-156.616,673.157,-27.039
-1.33,-0.051,1.869,-188.232,683.777,-14.954
-0.798,-0.27,0.385,-212.952,639.16,-19.348
-0.666,-0.619,-0.464,-261.23,513,-21.79
-0.818,-0.575,-1.332,-267.578,377.197,-6.287
-0.9,-0.359,-1.707,-228.516,356.445,-16.785
-0.669,-0.367,-1.821,-160.95,314.209,-52.185
-0.554,-0.389,-1.776,-136.169,293.152,-60.791
-0.438,-0.425,-1.666,-111.816,250.427,-62.561
-0.283,-0.468,-1.664,-105.103,234.68,-56.824
-0.241,-0.427,-1.677,-99.426,205.444,-37.72
-0.068,-0.222,-1.779,-66.345,183.228,-20.935
0.009,-0.161,-1.77,-54.749,166.321,-15.259
0.108,-0.066,-1.658,-39.978,123.413,-7.935
0.133,0.057,-1.509,-30.457,86.243,-3.418
0.217,0.179,-1.337,-19.104,56.58,-2.502
0.277,0.237,-1.141,-6.897,35.828,-7.08
0.441,0.198,-0.941,2.258,25.879,-9.399
0.507,0.217,-0.787,-1.526,13.245,-2.808
0.493,0.315,-0.7,-7.019,8.545,2.136
0.53,0.326,-0.703,-3.418,14.221,2.686
0.501,0.337,-0.715,-0.854,15.991,3.113
0.515,0.321,-0.761,3.052,17.883,0.183
0.518,0.299,-0.76,5.737,12.878,0.671
0.514,0.287,-0.781,2.014,5.31,-1.404
0.54,0.274,-0.792,0.671,2.136,1.282
0.493,0.304,-0.82,-2.441,-2.625,5.127
0.467,0.37,-0.808,0.183,-3.418,6.226
0.508,0.358,-0.798,4.15,-3.052,2.686
0.507,0.346,-0.801,3.723,-6.348,3.296
0.496,0.381,-0.792,2.319,-9.216,2.197
0.535,0.358,-0.778,4.7,-9.399,-1.404
0.532,0.324,-0.755,4.883,-11.597,-1.587
0.543,0.352,-0.765,3.113,-13.611,-2.38
0.569,0.342,-0.735,8.118,-12.817,-2.625
0.586,0.33,-0.699,6.348,-13.245,0.854
0.595,0.38,-0.686,3.418,-13.367,3.235
0.585,0.413,-0.674,3.357,-11.78,4.944
0.569,0.448,-0.676,3.357,-9.399,2.808
0.604,0.419,-0.692,5.92,-5.737,-0.183
0.579,0.414,-0.674,4.272,-5.859,0.977
0.572,0.422,-0.695,0.732,-5.432,-1.831
0.602,0.386,-0.712,2.747,-1.404,-1.77
0.599,0.366,-0.704,0.916,-2.136,0.305
0.595,0.362,-0.709,-3.113,-4.517,0.366
0.603,0.351,-0.713,-3.723,-4.761,2.38
0.575,0.365,-0.702,-4.517,-5.249,4.089
0.577,0.362,-0.722,-4.456,-4.333,3.418
0.569,0.376,-0.725,-1.831,-4.333,4.15
0.549,0.397,-0.721,-0.854,-4.822,2.686
0.555,0.412,-0.728,2.075,-4.944,0
0.558,0.418,-0.715,5.066,-5.066,-1.404
0.576,0.401,-0.697,5.066,-5.249,-2.258
0.585,0.4,-0.692,2.136,-5.676,-1.77
