aX,aY,aZ,gX,gY,gZ
0.123,-0.002,0.999,3.479,2.136,0
0.135,-0.029,0.982,6.287,0.61,-1.404
0.139,0.001,0.98,10.559,-0.854,0.61
0.128,0.013,1,12.085,-0.916,-0.305
0.136,0.002,0.987,4.883,1.16,-0.183
0.131,0.006,0.959,0.793,1.587,1.587
0.136,0,0.97,3.418,-0.671,-0.854
0.14,-0.002,0.989,4.333,-2.075,-1.038
0.141,-0.005,0.989,4.15,-2.075,-0.549
0.167,-0.004,0.991,4.333,-1.038,-0.183
0.166,0.013,0.986,6.104,0.854,0.61
0.144,0.025,0.974,7.324,1.404,-0.305
0.142,0.003,0.954,5.188,1.16,-1.953
0.143,0.009,0.928,4.761,1.16,-1.343
0.124,0.015,0.944,3.967,-2.625,-2.563
0.133,-0.003,0.963,2.075,-4.822,-2.747
0.14,-0.004,0.992,-0.366,-7.263,-2.197
0.134,-0.014,0.995,2.441,-5.92,-3.174
0.13,-0.02,0.994,3.54,-5.31,-3.418
0.13,-0.017,1.004,2.686,-5.615,-2.625
0.127,-0.023,1.009,1.465,-3.723,-2.808
0.122,-0.031,1.001,0.732,-0.977,-1.953
0.116,-0.036,0.98,1.282,-0.427,-1.16
0.115,-0.03,0.989,0.671,-0.793,-0.61
0.129,-0.024,0.999,-1.77,-0.549,0.122
0.129,-0.025,1.001,-4.761,1.038,1.892
0.127,-0.018,0.998,-6.836,2.991,3.174
0.125,-0.014,0.981,-5.737,3.784,3.296
0.13,-0.002,0.963,-1.343,2.93,2.686
0.123,0.009,0.972,3.052,0.305,1.099
0.125,0.005,0.981,3.723,-2.808,-1.099
0.133,-0.008,1.002,2.808,-3.113,-1.282
0.139,-0.01,1.019,1.282,-2.075,-0.671
0.145,-0.008,1.029,1.953,-0.244,0
0.139,0.008,1.024,3.479,1.526,0
0.128,0.01,1.018,3.784,1.831,-0.854
0.12,-0.012,1.013,1.587,1.587,-1.892
0.121,-0.025,1.008,0.977,2.014,-1.404
0.127,-0.038,0.999,2.014,2.441,-0.305
0.132,-0.016,0.989,5.432,2.93,1.587
0.131,0,0.995,9.46,1.831,1.587
0.139,0.009,1.003,11.353,2.319,0.427
0.131,0.003,1.005,8.972,2.625,-0.61
0.128,-0.024,0.993,2.258,2.563,-0.793
0.145,-0.03,0.98,3.967,4.272,-2.991
0.118,-0.051,0.979,7.507,2.136,-2.808
0.122,-0.043,0.976,7.019,0.854,-2.258
0.113,-0.034,0.972,7.812,0,-2.502
0.123,-0.043,0.97,8.423,-1.343,-3.784
0.117,-0.037,0.989,5.676,-2.38,-3.54
0.128,-0.044,0.991,0.122,-2.38,-3.235
0.119,-0.04,0.99,-1.404,-2.075,-2.686
0.131,-0.037,0.995,1.465,-1.77,-4.517
0.132,-0.041,0.992,2.441,-2.686,-4.211
0.117,-0.043,0.989,2.075,-3.357,-3.784
0.11,-0.039,0.998,0.671,-4.089,-3.906
0.126,-0.05,0.986,-0.244,-3.906,-3.723
0.11,-0.033,0.993,1.892,-3.357,-3.052
0.116,-0.037,0.999,0.671,-3.296,-3.479
0.105,-0.042,0.996,-1.343,-1.648,-2.808
0.105,-0.058,0.986,-2.319,-0.366,-2.319
0.096,-0.047,0.99,-1.587,-0.854,-0.793
0.095,-0.053,0.993,1.282,-1.648,-2.258
0.11,-0.055,0.99,2.38,-1.343,-2.197
0.105,-0.045,0.98,3.052,-0.854,-1.099
0.089,-0.043,0.981,1.953,-0.671,-1.282
0.1,-0.053,0.976,-0.916,-1.709,-0.549
0.1,-0.045,0.982,0.061,-2.808,-0.427
0.118,-0.044,0.995,0.732,-3.235,-0.854
2.72,0.176,-0.109,0.061,-26.55,-8.179
3.577,-0.121,-0.434,-23.315,-39.307,-31.799
3.822,-0.362,-0.298,-72.449,-64.514,-52.429
3.618,-0.466,0.01,-105.957,-67.505,-81.97
3.279,-0.357,0.294,-102.539,-53.772,-102.966
1.345,0.21,0.417,-70.007,-29.114,-108.276
-0.388,0.791,0.52,-53.528,-34.241,-114.258
-1.563,0.986,0.565,-70.618,-54.077,-148.926
-2.636,0.748,1.04,-98.328,-79.163,-155.945
-2.952,0.535,1.623,-123.901,-88.501,-113.586
-2.938,0.401,2.192,-105.164,-63.599,-43.457
-2.437,0.245,2.146,-86.792,-28.503,19.287
-1.426,-0.232,1.898,-65.369,2.075,2.502
-0.964,-0.598,1.536,-39.612,8.118,-18.188
-0.444,-0.636,1.129,-7.141,33.264,-3.052
-0.239,-0.458,0.992,5.31,50.72,27.527
-0.105,-0.072,0.745,3.662,52.49,35.095
0.024,0.193,0.691,-2.014,44.983,38.574
0.017,0.281,0.729,-19.531,17.456,22.827
0.082,0.121,0.856,-29.663,-0.549,-2.869
0.084,-0.031,0.925,-23.987,-8.789,-13
0.08,-0.107,0.996,-9.46,-15.991,-14.832
0.072,-0.161,1.081,8.85,-13.916,-10.071
0.085,-0.147,1.093,13,-9.033,-6.226
0.065,-0.16,1.084,13.428,-0.366,1.404
0.044,-0.111,1.041,9.277,7.935,5.31
0.07,-0.123,0.959,10.315,10.437,0.244
0.129,-0.087,0.931,16.907,7.935,-0.793
0.148,-0.025,0.982,8.118,6.47,2.563
0.159,-0.011,1,-2.869,6.104,4.7
0.163,-0.037,1.002,-19.836,4.028,6.226
0.151,-0.052,1.008,-18.616,0.122,2.258
0.138,-0.116,0.98,-5.554,-1.099,-6.165
0.096,-0.169,0.966,5.127,-1.709,-10.498
0.069,-0.191,0.933,3.052,-2.197,-8.057
0.055,-0.207,0.919,-0.305,-4.517,-5.981
0.065,-0.217,0.932,0.366,-8.667,-2.991
0.049,-0.197,0.96,0.305,-12.207,0.427
0.092,-0.18,0.998,-1.038,-12.329,1.953
0.125,-0.157,0.999,-1.099,-8.667,5.554
0.153,-0.081,0.996,2.014,-5.249,7.263
0.158,-0.011,1.01,1.526,-6.348,6.958
0.157,-0.01,1.023,-2.441,-6.836,2.502
0.159,-0.074,1.021,-1.831,-7.141,-1.404
0.14,-0.099,1.031,2.625,-5.127,-2.258
0.126,-0.11,1.034,3.723,-3.052,-0.732
0.124,-0.11,1.025,5.432,-0.732,0.732
0.111,-0.094,0.994,7.874,0.916,0
0.094,-0.106,0.951,11.414,1.587,-0.427
0.092,-0.09,0.964,9.644,-0.977,0.671
0.1,-0.077,0.969,5.981,-2.686,1.16
0.118,-0.067,0.972,5.92,-3.845,-0.061
0.124,-0.05,0.972,4.944,-3.235,-1.404
0.117,-0.057,0.972,3.723,-3.357,-2.258
0.114,-0.068,0.988,0.427,-4.272,-2.869
0.11,-0.086,0.993,-1.526,-3.906,-3.235
0.109,-0.099,0.987,0.61,-2.869,-3.784
0.11,-0.1,0.975,3.418,-1.77,-3.54
0.1,-0.095,0.953,5.005,-0.977,-3.601
0.104,-0.094,0.958,3.357,-2.197,-2.747
0.105,-0.089,0.966,1.282,-3.357,-2.319
0.11,-0.097,0.98,0.183,-5.127,-2.808
0.117,-0.103,1,0.549,-4.028,-2.441
0.106,-0.099,1.002,1.16,-2.747,-1.221
0.103,-0.092,1.003,2.197,-1.343,-2.075
0.09,-0.1,0.998,0.854,-1.282,-4.089
0.094,-0.119,1,-0.916,-2.625,-4.456
0.101,-0.126,1.005,-0.61,-3.296,-4.15
0.099,-0.132,1.006,1.16,-3.479,-3.723
0.106,-0.119,1.014,2.563,-2.319,-3.418
0.103,-0.109,1.012,1.526,-0.183,-2.563
0.094,-0.111,1.013,0.793,0.549,-2.93
0.091,-0.113,1.006,0.916,1.038,-3.296
0.089,-0.119,0.999,1.16,1.221,-3.174
0.081,-0.123,1.001,1.77,-0.366,-4.15
0.086,-0.138,1.009,0.488,-0.061,-4.028
0.082,-0.151,1.011,-1.465,0.366,-2.441
0.089,-0.154,1.009,-1.709,0.61,-1.282
0.098,-0.126,0.999,2.502,0.122,0.183
0.095,-0.116,1.003,9.399,0.427,-2.136
0.09,-0.119,1.001,9.705,0.916,-2.93
0.081,-0.147,0.983,9.155,1.221,-2.93
0.078,-0.161,0.97,9.338,1.465,-2.38
0.088,-0.143,0.985,8.057,1.16,-0.732
0.103,-0.132,0.977,3.296,3.052,1.282
0.106,-0.102,0.959,5.615,3.54,0.61
0.089,-0.121,0.96,7.935,2.808,-0.61
0.092,-0.122,0.974,7.568,0.916,-2.625
0.104,-0.142,0.978,0.977,0.61,-2.502
0.101,-0.149,0.972,-0.183,1.038,-2.258
0.092,-0.16,0.977,2.991,0.122,-3.479
0.087,-0.159,0.985,1.465,-0.549,-2.686
0.089,-0.164,0.991,-0.122,-1.343,-2.441
0.107,-0.174,0.998,1.099,-1.465,-2.686
0.11,-0.157,1.001,2.136,0.122,-1.404
0.1,-0.15,1.001,1.709,0.916,-1.099
0.084,-0.155,0.994,-0.061,1.77,-0.977
0.085,-0.167,0.989,0.305,0.549,-1.16
0.084,-0.172,0.985,1.526,1.099,-1.343
0.077,-0.157,0.975,0.488,1.831,-0.122
0.074,-0.163,0.973,0.305,0.427,-0.549
0.076,-0.17,0.985,0.366,-0.854,-0.122
0.079,-0.165,1,0.732,-1.404,1.038
0.087,-0.162,1.008,1.343,-0.244,1.404
0.096,-0.153,1,1.709,1.16,2.136
0.086,-0.135,0.968,3.723,3.296,2.258
0.085,-0.122,0.955,3.052,2.136,1.709
0.082,-0.125,0.962,1.953,-0.244,0.732
0.084,-0.135,0.974,1.892,-2.563,0.244
0.087,-0.141,0.975,3.174,-3.418,-0.793
0.093,-0.145,0.985,6.714,-3.296,-0.977
0.086,-0.134,0.986,7.874,-2.563,-0.183
0.086,-0.132,0.996,5.371,-1.038,-0.183
0.087,-0.156,0.981,-0.61,1.038,0.977
0.081,-0.15,0.987,-1.343,0.244,2.441
0.085,-0.15,1.013,0.671,-1.465,1.526
0.089,-0.161,1.028,-0.61,-0.671,1.343
0.08,-0.166,1.018,0.183,1.465,1.77
0.075,-0.175,1.012,4.028,1.465,0.793
2.465,-0.735,-0.121,-0.61,-53.345,-29.541
2.769,-1.031,-0.156,-44.067,-71.899,-40.039
2.767,-1.295,0.056,-95.154,-78.43,-34.241
2.58,-1.355,0.328,-114.319,-66.772,-14.16
2.046,-1.003,0.409,-80.322,-47.546,-0.183
1.339,-0.402,0.38,-9.46,-23.987,-9.583
0.104,0.327,0.366,43.396,-7.08,-32.654
-0.704,0.62,0.319,27.649,-8.118,-65.308
-1.657,0.876,0.396,-33.325,-31.006,-81.543
-2.22,0.734,0.959,-152.466,-86.487,-101.318
-2.164,0.46,1.435,-217.041,-114.075,-78.918
-2.049,0.299,1.716,-188.538,-108.459,-24.719
-1.885,0.213,1.859,-116.15,-80.627,12.817
-1.335,-0.067,1.766,-57.007,-49.622,3.662
-0.731,-0.337,1.56,-32.715,-22.827,-18.372
-0.377,-0.418,1.216,-23.499,-4.272,-1.038
-0.197,-0.219,0.976,-21.851,17.761,37.354
-0.12,0.102,0.959,-18.188,27.954,65.674
-0.045,0.311,0.959,-23.865,23.254,64.636
0.07,0.346,0.938,-28.198,16.968,43.518
0.093,0.281,0.909,-16.418,9.705,22.217
0.052,0.155,0.903,6.836,1.465,1.404
0.032,0.082,0.931,20.081,-8.789,-10.071
0.025,-0.035,1.002,18.86,-12.024,-9.888
0.021,-0.076,1.013,11.047,-11.902,-2.197
0.01,-0.055,0.972,11.536,-7.324,1.587
0.029,-0.053,0.936,15.564,-4.822,-2.869
0.059,-0.044,0.958,8.728,-4.822,-1.953
0.055,-0.006,0.987,-6.104,-5.066,3.113
0.076,-0.022,1.017,-15.991,-5.615,1.282
0.091,-0.064,1.076,-17.822,-6.958,-1.587
0.103,-0.096,1.117,-13.855,-5.005,-2.869
0.093,-0.103,1.104,-6.348,0.671,-3.723
0.081,-0.129,1.046,-0.488,6.409,-5.188
0.038,-0.14,0.995,1.709,8.362,-3.906
0.026,-0.147,0.967,2.197,7.629,-3.418
0.027,-0.176,0.935,6.653,2.38,-3.601
0.045,-0.172,0.964,7.263,-2.258,-2.258
0.075,-0.148,0.988,0.549,-2.991,2.808
0.095,-0.11,0.992,-3.052,-1.77,7.446
0.097,-0.054,1.001,-5.31,-0.061,9.277
0.099,-0.051,1.001,-8.362,-0.183,5.676
0.097,-0.065,1.004,-8.362,-0.305,2.441
0.087,-0.096,1.001,-5.92,-0.305,0.61
0.098,-0.129,0.984,0.61,-0.366,-1.16
0.107,-0.12,0.975,5.981,0.366,-0.061
0.09,-0.076,0.994,4.395,0.183,3.357
0.085,-0.066,1.001,0.061,0.61,2.991
0.084,-0.076,0.996,-1.648,1.343,2.563
0.087,-0.087,0.975,-1.587,1.831,1.648
0.079,-0.097,0.977,0.427,1.892,0.854
0.085,-0.086,0.97,-0.183,1.221,2.441
0.088,-0.068,0.981,-0.061,0.366,1.892
0.094,-0.066,0.986,-0.854,-0.549,0
0.101,-0.069,0.994,-0.61,-1.16,-0.671
0.106,-0.077,1.001,-1.343,-0.488,-1.099
0.096,-0.089,0.993,-1.221,0.793,-0.854
0.074,-0.102,0.987,0.427,1.526,-1.221
0.065,-0.103,0.977,0.793,2.014,-0.305
0.062,-0.097,0.968,1.587,1.282,0.061
0.087,-0.088,0.963,1.953,0.183,1.038
0.091,-0.04,0.977,4.028,-1.587,0.366
0.095,-0.067,0.992,3.784,-1.831,-1.282
0.102,-0.08,0.999,-0.793,-1.831,-0.488
0.095,-0.072,0.996,-0.977,-0.916,-0.244
0.091,-0.083,0.996,1.221,-1.404,-1.648
0.079,-0.088,1.009,1.892,-2.258,-1.648
0.068,-0.107,1.009,0.061,-1.648,-1.465
0.078,-0.107,1.004,0.488,-2.014,-0.366
0.084,-0.099,1.007,2.319,-2.991,-0.244
0.089,-0.083,1.015,2.197,-2.808,-0.366
0.077,-0.088,1.018,1.953,-2.563,-0.732
0.077,-0.096,1.011,1.953,-2.014,-0.549
0.073,-0.08,1,4.272,-0.671,0.061
0.067,-0.073,0.991,4.456,0.061,-1.099
0.07,-0.088,0.982,-0.671,-0.427,-0.732
0.07,-0.081,0.987,-0.977,-1.526,-0.61
0.077,-0.086,1,0.793,-2.686,-1.282
0.089,-0.08,0.993,1.77,-1.221,-0.366
0.086,-0.074,0.987,3.174,0.977,-0.793
0.074,-0.076,0.984,2.502,0.977,-1.038
0.074,-0.082,0.985,0.488,0.183,-1.77
0.073,-0.107,0.986,0.427,0.061,-2.014
0.074,-0.106,0.995,1.953,-0.977,-1.404
0.078,-0.102,1.001,2.686,-0.916,-1.038
0.08,-0.089,1.005,3.601,-0.61,-0.793
0.084,-0.093,0.999,4.211,1.77,-0.793
0.078,-0.082,0.978,4.211,1.77,-0.427
0.075,-0.076,0.986,4.15,0.427,-1.892
0.075,-0.083,0.996,-0.793,-0.061,-2.075
0.078,-0.103,0.984,-2.38,0.183,-2.014
0.063,-0.097,1.008,1.648,-1.831,-2.686
0.079,-0.103,1.021,2.258,-1.038,-2.93
0.067,-0.089,1.01,2.502,2.136,-2.014
0.051,-0.101,0.979,-0.793,4.15,-1.953
0.063,-0.087,0.959,-0.549,2.258,-1.16
0.087,-0.065,0.975,3.479,-1.16,-2.502
0.079,-0.065,0.989,3.235,-1.648,-3.479
0.069,-0.067,0.991,1.282,-0.732,-3.479
0.075,-0.08,0.987,0.61,-0.122,-3.479
0.065,-0.079,0.98,1.221,0.366,-2.93
0.06,-0.072,0.98,2.441,-0.549,-3.906
0.057,-0.081,0.977,1.831,-0.854,-4.333
0.062,-0.083,0.977,1.099,-1.953,-4.333
0.069,-0.092,0.984,1.587,-2.319,-4.822
0.065,-0.101,0.992,0.488,-1.892,-4.517
0.067,-0.107,0.992,-0.366,-1.404,-4.456
0.069,-0.11,0.989,-0.427,-1.404,-4.089
0.07,-0.104,0.997,2.441,-1.892,-4.517
0.072,-0.113,0.997,3.662,-1.587,-4.761
0.061,-0.114,0.998,1.892,-1.343,-4.639
0.066,-0.135,1.01,-1.343,-1.16,-4.517
0.073,-0.148,1.016,-2.686,-1.282,-2.93
0.073,-0.133,1.011,2.258,-0.549,-2.869
0.075,-0.13,1.001,5.188,-0.427,-3.357
0.061,-0.115,1,8.118,-1.648,-3.662
0.062,-0.12,1.012,5.493,-2.075,-4.211
0.061,-0.142,1.013,0,-1.465,-3.357
0.063,-0.149,1.005,-0.366,-0.122,-2.502
1.301,-0.925,0.557,-10.071,-61.096,6.47
1.817,-1.24,0.376,-31.616,-74.158,5.432
2.128,-1.372,0.247,-33.691,-79.895,1.038
2.692,-1.538,-0.067,-20.386,-77.759,-4.944
2.844,-1.501,-0.222,-27.283,-59.082,11.23
2.547,-1.03,-0.081,-69.885,-31.677,40.466
1.569,-0.035,-0.011,-96.68,-17.212,48.95
0.558,0.717,0.182,-101.074,-24.353,15.32
-0.026,1.025,0.415,-110.168,-26.55,-24.17
-1.204,1.471,0.842,-188.782,-25.208,-44.495
-2.201,1.42,1.218,-267.578,-70.923,-69.824
-2.846,0.984,1.717,-241.577,-117.554,-83.191
-2.887,0.607,2.21,-124.146,-113.831,-80.139
-2.059,-0.166,2.438,-34.546,-64.209,-64.453
-0.978,-0.742,1.935,-7.263,1.831,-57.251
-0.566,-0.794,1.284,15.198,37.964,-21.79
-0.429,-0.118,0.758,21.667,47.974,32.349
-0.219,0.594,0.504,23.56,41.138,56.702
-0.04,0.696,0.631,4.822,21.423,46.57
-0.005,0.629,0.732,-14.038,7.446,30.945
0.029,0.364,0.868,-35.278,-2.686,0.549
-0.003,0.067,0.912,-22.461,-3.052,-18.005
-0.097,-0.088,0.885,8.057,-2.197,-24.963
-0.102,-0.187,0.867,26.978,-4.272,-23.376
-0.082,-0.213,0.879,19.348,-7.629,-10.498
-0.042,-0.18,0.903,7.324,-11.719,5.676
0.023,-0.09,0.955,4.15,-17.395,13.55
0.076,-0.036,1.043,7.751,-21.118,10.193
0.119,-0.03,1.083,7.385,-15.747,7.385
0.109,-0.011,1.086,1.526,-7.69,8.972
0.099,-0.025,1.077,-1.648,-3.601,9.521
0.115,-0.073,1.045,-8.789,1.953,10.498
0.094,-0.078,1.034,-10.132,1.648,13.55
0.082,-0.097,1.049,-6.531,-1.16,12.512
0.051,-0.107,1.048,-1.038,-2.258,9.644
0.053,-0.124,1.034,3.418,-1.709,6.287
0.059,-0.125,0.997,13.489,-1.221,5.249
0.069,-0.117,0.998,16.418,-1.831,6.042
0.071,-0.104,0.973,5.188,-0.244,12.268
0.053,-0.079,0.948,-2.319,1.709,17.395
0.075,-0.045,0.936,-4.7,1.282,15.991
0.077,-0.023,0.927,-3.723,-2.319,13.428
0.067,-0.014,0.944,-0.732,-5.859,9.399
0.076,-0.021,0.955,-0.793,-7.507,7.08
0.091,-0.048,0.965,-2.441,-9.583,5.066
0.081,-0.071,0.996,0,-10.62,2.991
0.09,-0.1,1.027,0.305,-10.62,3.296
0.088,-0.083,1.046,0.732,-10.01,6.714
0.099,-0.063,1.056,2.869,-6.287,7.263
0.102,-0.05,1.049,4.028,-3.967,7.019
0.077,-0.025,1.034,6.226,-0.61,5.981
0.078,-0.022,1.026,4.883,0.671,2.686
0.077,-0.027,1.014,-0.671,0.793,2.441
0.072,-0.037,0.99,-2.258,1.099,1.343
0.069,-0.036,0.987,0.244,-0.732,0.061
0.068,-0.042,0.994,1.038,-1.77,-0.793
0.068,-0.049,0.996,-0.671,-3.357,-0.549
0.074,-0.031,0.989,-1.404,-2.197,-0.427
0.055,-0.038,0.996,-1.648,-2.93,-1.953
0.071,-0.046,0.987,-2.441,-3.906,-2.258
0.056,-0.039,1.006,-2.075,-1.831,-2.136
0.053,-0.066,1.001,-7.446,-0.183,-1.77
0.052,-0.078,0.986,-7.629,0.122,-0.61
0.057,-0.067,1.018,-3.784,-1.038,0.305
0.069,-0.046,1.03,-2.197,-0.366,1.465
0.063,-0.026,1.023,-1.343,1.709,2.014
0.057,-0.021,1.007,-0.916,1.953,0.732
0.064,-0.023,1.001,0.305,0.61,-0.488
0.059,-0.013,1.002,2.625,-0.488,-1.648
0.059,-0.009,1.002,1.465,0.061,-2.869
0.05,-0.021,0.991,-0.732,-0.244,-2.93
0.045,-0.04,0.984,-3.906,-1.16,-3.418
0.052,-0.05,0.999,-5.371,-2.869,-3.113
0.064,-0.053,1.004,-3.723,-1.892,-2.808
0.064,-0.05,1.007,1.221,-0.061,-3.601
0.061,-0.053,1.006,1.282,0.854,-3.052
0.054,-0.059,1,-0.305,1.648,-1.831
0.056,-0.069,0.999,1.831,1.831,-2.014
0.058,-0.056,0.984,4.272,1.77,-1.282
0.052,-0.041,0.983,4.211,0.732,-1.282
0.062,-0.023,0.986,2.258,-0.061,-0.793
0.068,-0.032,0.989,3.54,-0.244,-2.38
0.068,-0.041,0.982,4.822,0.183,-2.93
0.06,-0.043,0.983,5.188,0.427,-3.174
0.062,-0.048,0.987,4.639,1.099,-3.052
0.06,-0.044,0.998,1.831,0.366,-2.563
0.065,-0.058,1.009,-1.038,-0.183,-2.747
0.07,-0.068,1.013,-0.977,0.244,-2.808
0.061,-0.062,1.001,1.709,1.648,-2.563
0.053,-0.063,0.997,3.845,1.099,-3.113
0.049,-0.075,1,3.967,0.122,-3.174
0.056,-0.081,1.021,2.686,-1.404,-3.418
0.062,-0.091,1.036,0,-0.61,-2.686
0.068,-0.09,1.028,-0.183,1.465,-1.099
0.054,-0.087,1.02,2.441,2.441,-1.099
0.051,-0.091,1.016,4.883,2.747,-1.465
0.056,-0.087,0.988,5.493,4.028,-0.732
0.038,-0.071,0.956,7.568,3.845,-0.61
0.036,-0.07,0.946,8.85,2.38,-1.16
0.048,-0.064,0.96,9.216,-1.221,-1.953
0.065,-0.068,1,4.517,-1.831,-1.404
0.059,-0.078,1.007,-1.648,0.916,0.549
0.048,-0.088,0.998,-0.305,3.174,1.16
0.04,-0.081,0.983,4.944,2.869,0.793
0.044,-0.072,0.975,6.592,1.648,0.183
0.043,-0.072,0.979,5.371,0.305,0.366
0.049,-0.078,0.991,0.916,0,0.732
0.058,-0.095,1.004,-1.16,-0.061,1.282
0.071,-0.087,1.005,1.038,1.404,2.136
0.062,-0.07,1.007,3.479,1.465,1.587
0.061,-0.074,1.013,2.258,0.793,0.61
0.062,-0.084,1.013,1.77,0.793,0.305
0.072,-0.089,1.008,3.235,1.282,-0.122
0.067,-0.08,1.023,2.808,0.61,0.61
0.073,-0.079,1.037,0.916,1.221,0.854
0.074,-0.078,1.02,0.305,3.418,1.282
0.075,-0.071,1.004,2.197,4.517,0.549
0.07,-0.065,0.99,3.113,3.784,-0.305
0.066,-0.068,1,2.563,1.709,-1.221
1.718,0.581,0.624,-60.974,-5.371,-88.013
1.827,0.578,0.614,-85.815,-10.437,-118.713
1.986,0.531,0.54,-103.088,-24.78,-158.813
2.027,0.362,0.537,-99.548,-37.17,-206.36
1.695,0.172,0.632,-94.788,-37.17,-226.44
1.103,-0.129,0.663,-91.064,-34.546,-252.014
0.294,-0.143,0.59,-74.829,-42.725,-257.812
-0.92,-0.021,0.705,-49.072,-65.369,-259.155
-1.49,0.052,1.089,-54.993,-67.444,-254.578
-2.231,0.188,1.46,-78.613,-36.072,-195.862
-2.536,0.384,1.614,-91.492,-23.01,-143.494
-2.185,0.005,1.894,-90.942,-61.34,-124.512
-1.486,-0.518,2.082,-91.553,-80.933,-85.388
-0.884,-0.882,1.785,-65.369,-29.175,-47.424
-0.412,-0.727,1.309,-34.241,39.917,-3.723
-0.204,-0.161,0.844,-20.63,64.941,38.696
-0.13,0.232,0.666,-9.766,53.162,39.856
-0.029,0.141,0.715,-12.756,39.368,14.282
-0.04,-0.057,0.683,-24.536,38.696,6.47
-0.053,-0.152,0.646,-16.968,35.583,5.615
-0.045,-0.172,0.765,4.456,16.907,3.235
-0.035,-0.193,0.871,16.785,1.709,1.648
-0.053,-0.206,0.898,16.357,-0.305,1.831
-0.057,-0.211,0.924,7.263,1.77,4.944
-0.03,-0.259,0.942,1.16,2.747,8.85
0.021,-0.243,0.965,3.662,4.089,16.479
0.058,-0.139,0.969,7.568,4.272,23.865
0.068,-0.021,0.933,9.705,4.761,23.682
0.068,0.026,0.888,7.507,2.808,16.602
0.068,0.019,0.889,-0.244,-2.625,7.568
0.089,-0.04,0.908,-4.761,-7.874,2.563
0.103,-0.086,0.96,-5.737,-9.644,0
0.095,-0.134,1.024,-2.686,-10.498,-3.418
0.098,-0.183,1.039,-3.601,-6.409,-3.418
0.072,-0.201,1.053,-4.822,0.061,-0.549
0.034,-0.187,1.036,-6.653,4.272,1.953
0.022,-0.187,1.025,-6.226,5.31,1.343
-0.01,-0.215,0.997,-5.737,5.615,-0.244
-0.016,-0.239,0.965,-8.484,4.517,2.625
0.014,-0.225,0.964,-6.836,1.099,6.226
0.057,-0.176,0.979,-1.892,-2.747,9.766
0.095,-0.116,1.002,2.075,-3.052,9.949
0.109,-0.094,1.007,1.892,-1.892,9.399
0.115,-0.073,1.011,-2.441,0.916,6.47
0.11,-0.098,1,-5.554,3.113,2.563
0.08,-0.141,0.982,-5.066,3.906,-0.671
0.058,-0.17,0.983,-5.859,1.953,-1.16
0.049,-0.192,1,-5.981,-1.831,-0.916
0.062,-0.197,1.02,-2.258,-4.333,-0.244
0.066,-0.169,1.024,3.723,-3.54,0.793
0.038,-0.153,1.016,5.127,-0.916,1.709
0.039,-0.156,1.009,3.54,-0.61,1.648
0.042,-0.18,0.993,2.93,-0.671,1.709
0.045,-0.176,0.96,6.714,-1.404,3.906
0.036,-0.129,0.939,13.794,-4.089,5.249
0.039,-0.111,0.941,17.7,-7.629,2.441
-0.013,-0.099,0.975,12.573,-8.057,0.061
0.08,-0.114,0.998,0.122,-5.432,-0.854
0.054,-0.131,0.992,-6.836,-3.54,0.183
0.047,-0.143,0.984,-5.676,-2.808,-0.671
0.04,-0.168,0.988,-1.953,-2.197,-2.38
0.036,-0.179,1.001,-1.587,-2.258,-1.892
0.052,-0.174,1.003,-2.38,-1.587,-0.793
-0.005,-0.167,1.006,-0.793,-1.953,-0.916
0.078,-0.167,1.022,1.343,0.366,-2.991
0.035,-0.169,1.01,1.648,-0.916,-1.77
0.032,-0.172,0.998,2.197,-0.305,-1.465
0.036,-0.179,0.99,3.052,-1.404,-1.831
0.028,-0.177,1.03,3.052,-3.845,-1.526
0.028,-0.183,1.016,2.93,-4.456,-1.831
0.042,-0.194,1.013,3.906,-3.479,-0.977
0.043,-0.157,1.006,6.592,-0.61,0.854
0.037,-0.138,0.996,5.493,0.732,0.305
0.037,-0.143,0.989,1.587,0.977,-0.793
0.037,-0.163,0.985,-0.061,0.793,-0.427
0.042,-0.169,0.991,0.305,0.427,0.061
0.046,-0.158,1,1.648,0.61,0.244
0.045,-0.141,0.99,2.075,1.648,0.061
0.043,-0.145,0.973,2.686,2.014,-1.221
0.039,-0.153,0.977,2.502,0.427,-1.892
0.041,-0.16,0.982,2.197,-0.549,-2.136
0.047,-0.17,0.998,1.709,-1.343,-1.709
0.046,-0.167,1.01,2.563,-0.977,-1.221
0.041,-0.164,1.006,3.113,0.305,-1.465
0.028,-0.182,1,3.54,1.343,-2.136
0.03,-0.192,0.99,1.648,1.099,-0.732
0.029,-0.183,0.99,4.089,-0.244,-0.732
0.038,-0.176,0.99,6.592,-0.366,-1.526
0.03,-0.175,0.985,8.667,-0.305,-2.441
0.025,-0.187,0.983,5.737,-0.183,-1.77
0.021,-0.206,0.99,1.831,-0.305,-0.916
0.026,-0.224,0.996,2.197,0.549,0.427
0.028,-0.209,0.992,6.165,1.282,1.282
0.034,-0.195,1.001,8.118,0.793,0.977
0.037,-0.197,1.001,6.958,0.854,0.793
0.04,-0.194,0.989,5.981,1.831,1.221
-0.043,-0.185,0.962,6.104,2.38,-14.343
0.06,-0.177,0.972,7.996,4.517,-1.587
0.037,-0.184,0.977,2.869,1.038,0.305
0.037,-0.2,0.995,-0.366,1.953,0.916
0.036,-0.205,0.998,0.854,1.77,1.221
